comp-1,comp-2
-5.755243127842771,4.366675420993387
-3.1528296800445776,4.011682999464098
-6.421766793129943,-0.07715022115063193
-7.067307474170213,0.9726977622842594
-6.305786886533064,1.8743995980499484
-3.390825689640273,2.1034109221944215
-5.660110598044374,0.928726478230276
-7.212145931988719,0.12896278643390854
1.2801607858268944,3.674218381255496
-5.9420727667764215,1.6559390910550877
-2.242124635565067,3.805129289124359
-7.962350682699281,-0.9129508865312521
-7.670492678359478,2.5032150840312224
-6.553853278041815,1.5777049162743149
3.070053867192516,4.67320085484444
0.2429871400583458,6.844016217246212
-5.2341922848456415,3.227108789870696
-6.715681503276682,4.939791539383608
-3.6631886198903527,3.775470860453984
-0.543838992343114,0.3289066008710067
-4.793209118993292,2.0274550413351324
-6.209676459415169,3.472261839151575
-6.980950836747213,3.5809945218826167
-3.928346699573785,3.5602634651162335
-5.074562995002836,2.9720182287299344
-6.844196211889269,2.7005142616904534
-4.52185820490145,5.556889250410578
-7.540470828668818,-2.792125431240349
-6.602352801555739,0.5335133857254492
-1.3964069353039628,1.6155232642520143
-1.720798087818581,1.3607793712389185
-4.50605253544782,1.4817843928553915
-6.97981639856108,0.011494636239069198
-6.709018936302554,1.3233885304895927
-4.295857553455272,2.4518416033310615
-6.976302546376692,2.5349641257671665
-4.065057109040569,3.0317461339863603
-7.505680178927526,0.6913205746645309
-7.248742261510799,-0.952032318567911
-6.380949561768611,0.3887693547917632
-8.2363040509877,-0.08458012476961357
-7.212981710895468,-0.5727348648363907
-6.809451913935608,-1.889488246954694
-7.112567715296783,-3.5615669820702616
-8.751670654061247,-0.8063216984276572
-7.260255523374428,-2.335225311451316
-7.294067150885256,-1.897049845441732
-7.750670266968966,-2.4010112155507604
-6.727451352246724,-0.45335398430819784
-6.45416836332033,-2.5302466944731146
-5.402428768678345,-2.6567708777032575
-4.808266175902604,-0.738779466195067
-5.981280541262206,0.3783434591365161
-3.2587928846472396,-0.6754507086412406
-3.7834101817656367,-1.7882374085047845
-5.166070288628769,-0.024216848176474935
-4.930406107309445,-1.8017485697666407
-6.427553076305274,-1.7937720905499126
-3.8437767043542133,-1.4723277875658567
-5.830764766585268,-2.4405727681122147
-5.888216194174575,-2.1077350284356515
-5.997997627787336,-3.07153728003735
-7.85710575337505,-1.7810976744120872
-6.386258541806051,-2.815412558349114
-7.234986754065572,-1.4777891798232319
-7.229307937368081,-3.0289153401712654
-3.7727191141137637,4.355497256804621
-4.2071415659672695,3.8576228945418607
-4.398704442029659,-0.19335220868410086
1.8606835547874636,5.386261407522899
-2.6654950607807133,1.22352304717644
-1.051965375533482,5.11135707987929
-3.910102051171132,3.192347390573645
-0.928735970314945,3.9224444317210767
-2.545125632674771,3.492143335131826
-4.509173076103074,0.470914494862233
-2.3983022475024818,1.0346174585988963
-2.6239394966848466,-0.5185000320835449
-1.320985306274732,4.393355499851708
-0.02521097412477318,5.678855907849994
-0.7728715295893573,2.522370725720346
1.371817144054391,3.2066924377471455
-1.0364396819768134,3.108801117179455
0.06053675612789462,2.0710596540707136
-1.0295913521972997,3.605408340954601
-1.0454939817622932,2.40327084150636
-3.697002630070276,2.2607657026176535
-3.401037175842298,-0.36958983751094737
-2.6707410638849107,-0.5558785174485197
-1.7399398880209858,-1.1314940481558768
1.5627821962009207,1.6941119614324378
-0.8051222155538309,2.1479088409547478
0.6658089602061158,1.8399173070167454
2.9933786366267507,0.9670621818334725
1.4818059819526312,1.876047097137675
2.0011227557394706,1.3053357613458785
2.551032918586565,2.3483526302382867
-0.38931906532921334,-0.3947757826879102
-2.6330512705452747,4.287560656892886
-1.3531964616481753,2.311785527393495
-0.7916360540924932,4.542377985212997
-1.8439907527147255,3.6392770193632082
-2.022626998855256,2.176335426883295
-2.6364504034768035,3.866195945136455
-1.351933308353299,4.013744850979418
-0.09256338131307824,3.672888159831189
-7.949065017652253,0.7469430606491699
-2.7160596359010563,0.6485341920622132
-5.543069253547111,0.08489962933595413
-5.451042655536688,0.02852432037721524
-5.140506553316845,0.6636659000882248
0.22549930996375905,1.4421005058062482
-1.775370023356465,2.5031610120426198
-3.3549078428268433,2.634228521925485
-2.4974778685949466,2.6834204607722603
-2.8246470206122805,2.4177545529260103
-7.638845140631446,-2.5511507177011516
-8.335480822360841,-0.7915824093735804
-8.116011027366246,1.8299549447933006
-8.641122607370185,0.12784333935746997
-7.272144996484836,-1.256401615881407
-8.053546625196972,-1.2839857939502888
-7.764620246059086,1.8212059983632474
-3.772569717183198,2.1900352604300766
-6.118867209984759,-0.34712025713669514
-5.316264797014671,-0.5288836304616374
-8.248218159859045,-0.97073776938339
2.33143851873961,3.4508277814109003
1.852412846596925,0.9199518006458743
-0.8784228867327326,-1.680416993415895
2.397001861516031,0.18213519977712833
0.5184821573338712,4.67977349884901
0.402994235766761,-0.22935610263242967
5.310891847056197,3.986080295333524
-6.74154723365004,-3.2787110476750296
3.0749204087826105,5.355774036778905
0.025800014550400808,3.0251173472840485
-0.3283352991539903,6.632667910813111
-0.10969725822607403,6.153202016294503
-7.43043026637207,0.9795651352938606
-7.659033493399063,-0.15082393853216305
-6.248406133970115,2.125739342241289
-6.79700805691841,2.3563798142103227
