comp-1,comp-2
-21.32795,16.506245
-17.689468,20.896318
-13.354482,21.792677
-15.152857,22.124887
-14.680072,23.48599
-15.9268875,17.577053
-15.229772,19.391836
-10.455602,24.197542
-16.156076,13.808926
-9.8972,23.720934
-18.583696,15.967001
-15.533969,17.434101
-13.226096,23.947573
-13.723407,20.226685
-12.26747,25.498486
-14.8756275,21.376234
-15.073383,21.90578
-18.827608,20.38277
-12.447164,25.041567
-15.556416,23.233786
-16.979666,23.582716
-15.866966,22.065132
-16.519554,21.268753
-15.936523,22.90337
-0.7914787,-6.550775
-20.891136,15.557389
-14.090923,25.043453
-17.596466,21.925524
-16.201313,18.853935
-8.736977,21.451828
-10.177135,22.473577
-10.274516,21.928835
-11.021336,23.578081
-10.368357,23.184818
-11.298089,21.936907
-7.5973473,17.96723
-10.770729,20.518482
-12.2607355,17.045378
-8.331659,24.016495
-8.977991,25.22084
-10.213505,20.134346
-11.783892,19.625834
-19.674952,19.673895
-5.5815516,19.735682
-19.342178,20.383135
-15.277036,15.710529
-21.762245,16.274498
-8.791786,24.069988
-10.255419,17.749943
-5.0348473,22.536842
-10.86614,17.001572
-12.358038,18.010351
-12.153437,18.468891
-12.935088,18.896532
-11.20829,18.46874
-4.159143,12.620793
-8.303161,22.98492
-12.254854,20.245853
-7.4654603,24.367483
-23.293562,-12.930881
-7.881209,13.560676
-8.650425,25.477362
-9.08487,22.605677
13.827502,-18.637321
13.961472,-18.648949
7.693998,-17.877636
0.99423605,-0.08695644
-15.880261,-1.5045753
-16.524616,-9.271404
-2.9252653,1.9628104
7.7093534,10.668643
-1.3213072,1.6933833
-4.0475154,22.18199
11.248744,-18.68984
1.3804423,17.019192
3.527288,11.999859
2.8497272,15.504901
3.7014875,15.377334
3.430786,14.517106
3.0642622,14.933295
0.5350209,12.52579
2.8545783,13.583899
1.3766826,12.767612
2.1074183,14.795335
1.6591005,13.275671
9.948772,14.071813
1.8418078,12.171245
-7.0295477,16.597692
12.356791,-16.558321
8.598595,12.420306
8.568427,12.756883
17.267948,-8.949812
26.98807,3.0697277
17.424353,-8.917882
24.936897,-6.329085
-12.559578,7.35991
-14.737899,6.6627293
-0.5469415,3.2344048
-1.0115896,2.6014154
2.4084892,10.039496
1.5828346,10.338519
5.326226,5.914287
1.8964988,11.073235
-1.0204729,9.860389
1.3351789,5.628869
3.3858283,10.692177
-0.7387539,13.339378
0.7102335,5.5512347
5.6590075,10.848568
-1.300934,13.052206
0.74346703,1.5203638
-14.216624,4.6156282
-3.3588274,10.495968
-4.0354877,11.698377
-16.053263,11.720693
-16.75842,11.388845
-13.743842,6.5931463
-17.681934,4.027169
0.5300452,11.288919
0.56049526,9.874699
-2.19298,5.602253
-2.4530084,5.1381087
-1.5865207,6.9794426
-19.300594,-0.5848857
-20.233814,-2.1622686
-22.887337,-3.1453276
-21.747955,-4.0601864
-19.59958,-2.2009566
-18.307718,-1.0954032
-0.5622698,11.547251
-18.302242,0.7977722
-18.178295,1.1743691
-9.116897,-3.7685685
-26.800795,-11.659276
-7.47068,4.9302325
-16.790825,3.2224166
-24.239681,-11.710572
-26.620173,-12.219409
-25.403484,-10.523548
-25.70866,-8.51371
-24.789402,-8.844151
1.0177312,9.95301
-26.495996,-7.4967394
-20.509739,-10.464328
-18.631592,-6.0260406
-26.235125,-9.533813
-22.179514,-8.638708
-22.735914,-8.71081
-22.949398,-6.3967485
-19.06292,-6.794202
-22.08686,-7.357559
-22.649313,-11.307412
-18.110027,-6.0776772
-19.91289,-8.222668
-21.12992,-12.338062
-22.659994,-5.2378798
-19.764957,-5.669448
-18.53854,-7.696325
-21.234243,-8.2244005
-22.107643,-10.285972
-16.8939,-5.5536265
5.962641,-12.256738
4.368758,0.56738746
-18.244991,-9.629032
-17.068743,-7.295597
18.889826,-7.917035
-18.512228,-12.344295
11.132356,-2.2825198
13.628168,0.25732413
-21.864727,-9.356798
-24.06774,-9.711924
-20.484648,-9.013999
-22.656343,-9.853599
-23.873304,-7.9736013
-23.741043,-10.551842
-12.628612,-8.7107525
-25.010086,-9.2995825
1.9708158,7.874983
-23.102594,-10.454011
4.838939,6.2471104
-27.805779,-9.596391
-27.322058,-4.0099893
11.824981,-15.001789
10.3060255,-4.4601207
13.887357,12.948762
17.452372,-2.6331587
17.239511,-3.0629478
16.993534,-3.521199
9.721806,-16.65988
26.763597,5.211795
22.540092,-3.9894824
13.135591,-16.086891
27.561033,-12.350177
28.972904,-7.6652937
32.87451,-6.7520475
27.992655,-10.502166
31.437855,-1.3186936
31.649681,-0.9547345
29.449446,-0.5462199
31.300358,-1.7421279
27.24141,-5.072495
29.016804,-0.1905635
22.981071,-5.801487
25.1228,-5.1434345
23.01583,-5.1366277
31.778547,-4.922772
32.448708,-4.1274543
28.808977,-13.747997
27.712955,-7.4894543
30.647577,-6.1774025
29.81001,-7.712018
31.508589,-8.079295
32.10472,-5.2937374
26.183115,-5.9332514
27.44159,-10.927061
31.222044,-7.2678084
29.388193,-6.8005443
29.473585,-8.669431
28.054548,-8.318459
28.566174,-6.5984664
26.657534,-9.353724
28.606625,-6.0924644
28.068062,-9.256595
29.900555,-5.4995136
32.687546,-4.158863
26.35233,-8.212865
31.013905,-9.227347
7.041147,-14.543075
25.312946,-12.704778
29.249657,-10.070879
28.613583,-11.198519
21.953457,-7.242618
19.709246,-7.892759
26.910109,-14.891995
27.324389,-14.78885
23.322552,-4.3696012
24.404964,-5.7709923
25.501236,-14.590166
26.936579,-6.123664
26.174149,-15.01055
11.349109,-12.4489
5.9726496,-1.4215325
12.380479,-10.998151
14.857334,-11.2521
7.715215,-8.963454
22.025051,-13.211196
23.408022,-10.839766
7.675593,-8.174681
23.918835,-17.301924
19.672358,-11.828822
5.4504833,-5.515921
13.80194,-11.064501
21.969507,-13.61434
19.857225,-4.3071766
27.050133,-2.2689655
20.317848,-11.600797
22.87872,-11.522537
22.005426,-10.30661
22.677233,-12.123866
21.849628,-10.286395
20.710526,-12.363508
21.573664,-9.474232
9.231652,0.75976473
24.645964,-9.306608
19.69401,-9.747324
25.351389,-9.220345
23.813322,-12.646143
25.13417,-12.044268
17.502129,-11.030241
22.320055,-0.8389532
22.82923,-1.1026378
27.539291,-13.404061
28.677563,-4.418708
30.395359,-12.340336
15.271528,-11.25493
6.566621,4.920549
5.5481505,-6.63422
23.525919,-13.083131
26.226578,-16.928919
5.9342403,-1.0776325
26.35296,-11.733434
16.511477,-11.885092
26.483883,-10.669246
25.197006,-10.938718
10.567337,-12.2427635
13.2347,3.8851132
16.152012,8.43221
20.005777,6.18809
24.707148,-1.3833153
23.404766,7.0622406
4.430943,14.343309
3.9379919,16.351164
5.592841,16.598848
15.474428,13.261638
18.332409,2.917298
16.856825,2.6258492
18.19957,1.3377352
18.543186,6.126274
20.320045,4.5702596
18.050234,4.5446415
19.05443,7.184367
14.020543,5.247356
16.068962,6.118174
17.0194,6.7906146
16.794695,7.2940416
15.274539,5.9574246
22.379484,4.6769648
22.74161,4.984739
13.606012,6.928952
13.048477,6.17324
20.48466,7.8322096
19.40892,6.695281
14.8296385,3.4843752
13.706284,6.167805
18.447296,9.452118
19.93122,8.135703
20.048056,5.452433
25.881433,0.18800125
22.7935,5.999527
17.8389,7.2452435
-12.002911,-8.439212
15.927473,4.537243
15.4637785,6.763469
9.763904,13.232246
11.960208,13.318603
12.567649,12.05349
12.510565,8.916671
15.229324,11.095927
6.060823,7.746584
17.077147,9.398797
17.22043,11.884984
17.06485,11.159323
14.163625,9.592383
21.418816,10.406215
14.7044115,9.440734
19.863724,9.782677
19.555317,9.8662815
3.5130432,-9.86549
6.1637106,-10.566523
21.805737,-17.572191
22.05507,-16.421806
10.131734,-14.483126
21.603718,-18.386236
20.689245,-18.233519
21.76311,-17.52262
20.99928,-16.528896
20.972727,3.4692535
21.687346,0.44294682
18.141054,7.733677
20.821083,2.1418855
13.034091,12.305094
17.212378,5.224187
19.596521,3.8724444
21.596079,4.4277825
14.725316,0.7151816
8.759364,5.1582193
10.100155,3.5463533
9.832421,2.2753425
6.930656,7.067179
17.37977,4.0228066
11.600482,10.950977
21.345316,8.356138
12.253348,3.2947938
4.569118,4.6538906
14.606433,4.778316
7.4873443,-6.874754
18.99925,4.8091598
18.919243,2.6166887
20.714163,0.562275
9.948627,5.036109
18.905376,8.3383045
17.868204,5.3542566
21.103374,6.7253284
19.418272,8.031707
16.050484,-16.267996
15.782936,-15.714462
-16.70001,-10.035887
-1.112259,0.87126136
15.7839,-6.7786293
17.31779,-7.0810003
3.3516417,0.636707
2.6509418,0.12938917
24.30401,-7.4455457
15.441759,-15.251807
16.263058,-13.991062
3.1694968,1.177272
19.660917,-9.965104
5.0676155,-12.830545
7.3610415,-14.077539
23.163923,1.5565763
23.462955,-3.46758
24.344988,-3.3139343
23.536816,1.4785352
19.15581,-5.0939856
23.43545,9.371847
16.750277,10.963926
15.029988,1.3227019
0.7604843,8.545729
23.261908,-14.439835
17.8477,-6.8641596
24.420885,-15.583899
