"","Cluster 1","Cluster 2"
"1",0.322816587570982,0.677183412429018
"2",0.325227220807836,0.674772779192164
"3",0.239600522849917,0.760399477150083
"4",0.261130721055389,0.738869278944611
"5",0.286030345678763,0.713969654321237
"6",0.257193888891149,0.742806111108851
"7",0.272952983499745,0.727047016500255
"8",0.251066292302859,0.748933707697141
"9",0.573893097812932,0.426106902187068
"10",0.241209108975334,0.758790891024666
"11",0.35819758903201,0.64180241096799
"12",0.269279580418025,0.730720419581975
"13",0.286185076090127,0.713814923909873
"14",0.252199637104611,0.747800362895389
"15",0.617967364871924,0.382032635128076
"16",0.500280796120734,0.499719203879266
"17",0.295325172687652,0.704674827312348
"18",0.312694659114036,0.687305340885964
"19",0.349792580095047,0.650207419904953
"20",0.467951376145623,0.532048623854377
"21",0.296390034708677,0.703609965291323
"22",0.313711154561119,0.68628884543888
"23",0.270537928533016,0.729462071466984
"24",0.333412121771542,0.666587878228458
"25",0.286522748961568,0.713477251038432
"26",0.253033201762974,0.746966798237026
"27",0.332765439681879,0.667234560318121
"28",0.288331889254252,0.711668110745748
"29",0.246183553505863,0.753816446494137
"30",0.427787839009519,0.572212160990481
"31",0.391309829013702,0.608690170986298
"32",0.298735077016859,0.701264922983141
"33",0.255116778640987,0.744883221359013
"34",0.248613310052748,0.751386689947252
"35",0.282131274297742,0.717868725702258
"36",0.241000229695857,0.758999770304143
"37",0.305543452564575,0.694456547435425
"38",0.256112092665772,0.743887907334228
"39",0.242508048611375,0.757491951388625
"40",0.231615954867001,0.768384045132999
"41",0.254690867916179,0.745309132083821
"42",0.245832258076113,0.754167741923887
"43",0.257753265038705,0.742246734961295
"44",0.296525752778511,0.703474247221489
"45",0.255181664319902,0.744818335680098
"46",0.250858734044736,0.749141265955264
"47",0.279672031070577,0.720327968929423
"48",0.253756078336935,0.746243921663065
"49",0.239819690414562,0.760180309585438
"50",0.260850774231799,0.739149225768201
"51",0.273501787697738,0.726498212302263
"52",0.250235325924624,0.749764674075376
"53",0.278002407460541,0.721997592539459
"54",0.307957352045605,0.692042647954395
"55",0.30672758029445,0.69327241970555
"56",0.304832137860964,0.695167862139036
"57",0.266780872902107,0.733219127097893
"58",0.285083277337302,0.714916722662698
"59",0.312583720759877,0.687416279240123
"60",0.307042243071531,0.692957756928469
"61",0.278445612941374,0.721554387058626
"62",0.276922752518768,0.723077247481232
"63",0.290134953246099,0.709865046753901
"64",0.330039101139009,0.669960898860991
"65",0.300433976507679,0.699566023492321
"66",0.308850129802218,0.691149870197782
"67",0.370448216767684,0.629551783232317
"68",0.347064330546545,0.652935669453455
"69",0.306281141621286,0.693718858378714
"70",0.56646108416924,0.43353891583076
"71",0.390254652373235,0.609745347626765
"72",0.453512373506177,0.546487626493824
"73",0.366387438184187,0.633612561815813
"74",0.466239124906926,0.533760875093074
"75",0.39510299962517,0.60489700037483
"76",0.333624939938288,0.666375060061712
"77",0.372321483588027,0.627678516411973
"78",0.403362417657613,0.596637582342387
"79",0.431729959009601,0.568270040990399
"80",0.490661164197606,0.509338835802394
"81",0.450927683610166,0.549072316389834
"82",0.567765835926325,0.432234164073675
"83",0.449273428921027,0.550726571078973
"84",0.499723101141715,0.500276898858285
"85",0.441178746646998,0.558821253353002
"86",0.452701491965046,0.547298508034954
"87",0.340550264966409,0.659449735033591
"88",0.351838142033843,0.648161857966157
"89",0.37062694763821,0.62937305236179
"90",0.431938490067279,0.568061509932721
"91",0.576377946403306,0.423622053596694
"92",0.451016622532615,0.548983377467385
"93",0.544280136413071,0.455719863586928
"94",0.679113691924843,0.320886308075156
"95",0.603885272024604,0.396114727975396
"96",0.620356212165291,0.379643787834709
"97",0.661555628085345,0.338444371914655
